Link
https://myanimelist.net/anime/29603/Kurokan
https://myanimelist.net/anime/37325/Kuroneko_Monroe
https://myanimelist.net/anime/37533/Kurou_Shiro
https://myanimelist.net/anime/26043/Kurumiwari_Ningyou_2014
https://myanimelist.net/anime/35239/Kuruneko_ONA
https://myanimelist.net/anime/17749/Kuruneko__Kurunekobin
https://myanimelist.net/anime/17753/Kuruneko__Nyaalock_Holmes_no_Bouken
https://myanimelist.net/anime/36811/Kusakeiba
https://myanimelist.net/anime/33348/Kushimitama_Samurai
https://myanimelist.net/anime/22465/KutsuDaru
https://myanimelist.net/anime/33115/Kutsuya_to_Kobito
https://myanimelist.net/anime/41335/Kuuchuu_Gunkan_Atlantis
https://myanimelist.net/anime/35161/Kuunyan_no_Koutsuu_Anzen__Tadashii_Jitensha_no_Nori_Kata
https://myanimelist.net/anime/36233/Kuusou_Suizokukan
https://myanimelist.net/anime/18773/Kuwagata_Tsumami
https://myanimelist.net/anime/28109/Kuzuryuugawa_to_Shounen
https://myanimelist.net/anime/19325/Kwaegeol_Longman_Narongi
https://myanimelist.net/anime/36249/Kyak_Kyak_Kyak_Flamenco
https://myanimelist.net/anime/39841/Kyoei_Tankou-sho
https://myanimelist.net/anime/17439/Kyojin_no_Hoshi_Movie
https://myanimelist.net/anime/17441/Kyojin_no_Hoshi__Chizome_no_Kesshousen
https://myanimelist.net/anime/17445/Kyojin_no_Hoshi__Dai_League_Ball
https://myanimelist.net/anime/17443/Kyojin_no_Hoshi__Ike_Ike_Hyuuma
https://myanimelist.net/anime/17447/Kyojin_no_Hoshi__Shukumei_no_Taiketsu
https://myanimelist.net/anime/39307/Kyonshii_Kyon_Dai_no_Koutsuu_Anzen
https://myanimelist.net/anime/28579/Kyoro-chan_no_Jishin_Youjin_Hi_no_Youjin
https://myanimelist.net/anime/35177/Kyoro-chan_no_Koutsuu_Anzen
https://myanimelist.net/anime/42057/Kyoshin_to_Hyouka_no_Shiro
https://myanimelist.net/anime/33939/Kyoto_Gakuen_Daigaku
https://myanimelist.net/anime/42432/Kyou_kara_Omoide
https://myanimelist.net/anime/36812/Kyou_mo_Chappy_End
https://myanimelist.net/anime/34691/Kyou_mo_Kyou_to_te_Tape_wa_Mawaru
https://myanimelist.net/anime/39003/Kyou_mo_Tsuno_ga_Aru
https://myanimelist.net/anime/20603/Kyoufu_no_Kyou-chan
https://myanimelist.net/anime/17615/Kyoufu_Shinbun
https://myanimelist.net/anime/31539/Kyoufu_Zombie_Neko
https://myanimelist.net/anime/35085/Kyouiku_Eiga-sai_Jushou_Anime_Series
https://myanimelist.net/anime/29493/Kyouryou_Pikora
https://myanimelist.net/anime/7681/Kyouryuu_Wakusei
https://myanimelist.net/anime/27847/Kyoushitsu_wa_Obake_ga_Ippai_Boku_wa_Yuusha_da_zo
https://myanimelist.net/anime/17673/Kyubi_no_Kitsune_to_Tobimaru_Sesshoseki
https://myanimelist.net/anime/37419/Kyushu_Love_Milk_Club
https://myanimelist.net/anime/27393/Kyuumei_Senshi_Nanosaver
https://myanimelist.net/anime/6206/La_Vilaine_LuLu
https://myanimelist.net/anime/36804/Lala-chan_Santa_no_Fantasy_Christmas
