anime_id;Name;Rating;Type;Genre;Studios;Producers;Licensors;Voice_Actors
5114;Fullmetal Alchemist: Brotherhood;9.22;TV;['Action', 'Military', 'Adventure', 'Comedy', 'Drama', 'Magic', 'Fantasy', 'Shounen'];['Bones'];['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Studio Moriken'];['Funimation', 'Aniplex of America'];['Park, Romi', 'Kugimiya, Rie']
9253;"Steins;Gate";9.12;TV;['Thriller', 'Sci-Fi'];['White Fox'];['Frontier Works', 'Media Factory', 'Movic', 'AT-X', 'Kadokawa Pictures Japan', 'Nitroplus'];['Funimation'];['Miyano, Mamoru', 'Imai, Asami', 'Hanazawa, Kana', 'Seki, Tomokazu']
28977;Gintama° (Gintama Season 4);9.11;TV;['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen'];['Bandai Namco Pictures'];['TV Tokyo', 'Aniplex', 'Dentsu'];['Funimation', 'Crunchyroll'];['Sugita, Tomokazu', 'Kugimiya, Rie', 'Sakaguchi, Daisuke']
11061;Hunter x Hunter (2011) (Hunter x Hunter);9.11;TV;['Action', 'Adventure', 'Fantasy', 'Shounen', 'Super Power'];['Madhouse'];['VAP', 'Nippon Television Network', 'Shueisha'];['Viz Media'];['Ise, Mariya', 'Han, Megumi', 'Sawashiro, Miyuki', 'Fujiwara, Keiji']
820;Ginga Eiyuu Densetsu (Legend of the Galactic Heroes);9.1;OVA;['Military', 'Sci-Fi', 'Space', 'Drama'];['Artland', 'Magic Bus'];['Kitty Films', 'K-Factory'];['Sentai Filmworks'];['Tomiyama, Kei', 'Horikawa, Ryo', 'Wakamoto, Norio', 'Shiozawa, Kaneto', 'Hironaka, Masashi', 'Hazama, Michio', 'Mori, Katsuji', 'Katsuki, Masako', 'Sasaki, Nozomu', 'Inoue, Kazuhiko']
9969;Gintama' (Gintama Season 2);9.08;TV;['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'];['Sunrise'];['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Miracle Robo', 'Studio Jack', 'Shueisha'];[None];['Sugita, Tomokazu', 'Kugimiya, Rie', 'Sakaguchi, Daisuke']
38524;Shingeki no Kyojin Season 3 Part 2;9.07;TV;['Action', 'Military', 'Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shounen'];['Wit Studio'];['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprise'];['Funimation'];['Kamiya, Hiroshi', 'Ishikawa, Yui', 'Kaji, Yuki', 'Inoue, Marina']
15417;Gintama': Enchousen (Gintama: Enchousen);9.04;TV;['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen'];['Sunrise'];['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha', 'Miracle Bus'];[None];['Sugita, Tomokazu', 'Kugimiya, Rie', 'Sakaguchi, Daisuke', 'Nakamura, Yuuichi']
35180;3-gatsu no Lion 2nd Season (March Comes In Like A Lion 2nd Season);9.01;TV;['Drama', 'Game', 'Seinen', 'Slice of Life'];['Shaft'];"['Aniplex', 'Dentsu', 'NHK', 'Hakusensha', 'Asmik Ace', ""Toy's Factory""]";['Aniplex of America'];['Kawanishi, Kengo', 'Hanazawa, Kana', 'Kayano, Ai', 'Kuno, Misaki']
28851;Koe no Katachi (A Silent Voice);9.01;Movie;['Drama', 'School', 'Shounen'];['Kyoto Animation'];['Shochiku', 'Pony Canyon', 'Kodansha', 'ABC Animation', 'Quaras'];['Eleven Arts', 'NYAV Post'];['Hayami, Saori', 'Irino, Miyu']
32281;Kimi no Na wa. (Your Name.);9.0;Movie;['Romance', 'Supernatural', 'School', 'Drama'];['CoMix Wave Films'];['Toho', 'Sound Team Don Juan', 'Amuse', 'JR East Marketing & Communications', 'Kadokawa', 'voque ting'];['Funimation', 'NYAV Post'];['Kamishiraishi, Mone', 'Kamiki, Ryunosuke']
34096;Gintama. (Gintama Season 5);8.98;TV;['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen'];['Bandai Namco Pictures'];['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha'];[None];['Sugita, Tomokazu', 'Kugimiya, Rie', 'Ishida, Akira', 'Sakaguchi, Daisuke', 'Koyasu, Takehito']
918;Gintama;8.97;TV;['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen'];['Sunrise'];['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Audio Highs', 'Miracle Robo', 'Shueisha'];['Sentai Filmworks', 'Crunchyroll'];['Sugita, Tomokazu', 'Kugimiya, Rie', 'Sakaguchi, Daisuke']
15335;Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare;8.97;Movie;['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'];['Sunrise'];['TV Tokyo', 'Aniplex', 'Dentsu', 'Bandai', 'Warner Bros. Japan', 'Shueisha'];[None];['Sugita, Tomokazu', 'Kugimiya, Rie', 'Sakaguchi, Daisuke']
4181;Clannad: After Story (Clannad ~After Story~);8.96;TV;['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance'];['Kyoto Animation'];['Pony Canyon', 'TBS', 'Rakuonsha', 'Animation Do'];['Sentai Filmworks'];['Nakamura, Yuuichi', 'Nakahara, Mai', 'Koorogi, Satomi']
35247;Owarimonogatari 2nd Season (Owarimonogatari Second Season);8.93;TV;['Mystery', 'Comedy', 'Supernatural', 'Vampire'];['Shaft'];['Aniplex', 'Kodansha'];['Aniplex of America'];['Saito, Chiwa', 'Kamiya, Hiroshi', 'Katou, Emiri', 'Mizuhashi, Kaori']
2904;Code Geass: Hangyaku no Lelouch R2;8.91;TV;['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha'];['Sunrise'];['Bandai Visual', 'Mainichi Broadcasting System', 'Bandai', 'Bandai Namco Entertainment', 'Hakuhodo DY Media Partners'];['Funimation', 'Bandai Entertainment'];['Fukuyama, Jun', 'Yukana', 'Koshimizu, Ami', 'Sakurai, Takahiro']
32935;Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou;8.9;TV;['Comedy', 'Sports', 'Drama', 'School', 'Shounen'];['Production I.G'];['TOHO animation', 'Shueisha'];['Sentai Filmworks'];['Murase, Ayumu', 'Ishikawa, Kaito']
37510;Mob Psycho 100 II;8.86;TV;['Action', 'Slice of Life', 'Comedy', 'Supernatural'];['Bones'];['Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Shogakukan'];['Funimation'];['Sakurai, Takahiro', 'Itou, Setsuo', 'Ootsuka, Akio', 'Matsuoka, Yoshitsugu', 'Irino, Miyu']
37491;Gintama.: Shirogane no Tamashii-hen - Kouhan-sen;8.85;TV;['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'];['Bandai Namco Pictures'];['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha'];[None];['Sugita, Tomokazu', 'Kugimiya, Rie', 'Sakaguchi, Daisuke']
199;Sen to Chihiro no Kamikakushi (Spirited Away);8.84;Movie;['Adventure', 'Supernatural', 'Drama'];['Studio Ghibli'];['Toho'];['Walt Disney Studios', 'GKIDS'];['Irino, Miyu', 'Hiiragi, Rumi']
31758;Kizumonogatari III: Reiketsu-hen;8.82;Movie;['Action', 'Mystery', 'Supernatural', 'Vampire'];['Shaft'];['Aniplex', 'Kodansha'];[None];['Sakamoto, Maaya', 'Kamiya, Hiroshi', 'Horie, Yui']
36838;Gintama.: Shirogane no Tamashii-hen (Gintama.: Silver Soul Arc);8.8;TV;['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'];['Bandai Namco Pictures'];['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha'];[None];['Sugita, Tomokazu', 'Kugimiya, Rie', 'Sakaguchi, Daisuke']
1;Cowboy Bebop;8.79;TV;['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space'];['Sunrise'];['Bandai Visual'];['Funimation', 'Bandai Entertainment'];['Yamadera, Kouichi', 'Hayashibara, Megumi', 'Tada, Aoi', 'Ishizuka, Unshou']
40591;Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen;8.79;TV;['Comedy', 'Psychological', 'Romance', 'School', 'Seinen'];['A-1 Pictures'];['Aniplex', 'Mainichi Broadcasting System', 'Shueisha', 'JR East Marketing & Communications'];['Aniplex of America'];['Suzuki, Ryouta', 'Kohara, Konomi', 'Koga, Aoi', 'Tomita, Miyu', 'Furukawa, Makoto']
33095;Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen;8.79;TV;['Drama', 'Historical', 'Josei'];['Studio Deen'];['Mainichi Broadcasting System', 'Kodansha', 'DAX Production', 'King Records'];[None];['Ishida, Akira', 'Seki, Tomokazu']
36862;Made in Abyss Movie 3: Fukaki Tamashii no Reimei;8.78;Movie;['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi'];['Kinema Citrus'];[None];['Sentai Filmworks'];['Izawa, Shiori', None, None]
17074;Monogatari Series: Second Season;8.78;TV;['Mystery', 'Comedy', 'Supernatural', 'Romance', 'Vampire'];['Shaft'];['Aniplex', 'Kodansha', 'Cyclone Graphics'];['Aniplex of America'];['Saito, Chiwa', 'Sakamoto, Maaya', 'Kamiya, Hiroshi', 'Miki, Shinichiro', 'Horie, Yui', 'Katou, Emiri', 'Hanazawa, Kana']
28891;Haikyuu!! Second Season (Haikyu!! 2nd Season);8.77;TV;['Comedy', 'Sports', 'Drama', 'School', 'Shounen'];['Production I.G'];['TOHO animation', 'Shueisha'];['Sentai Filmworks'];['Murase, Ayumu', 'Ishikawa, Kaito']
24701;Mushishi Zoku Shou 2nd Season;8.77;TV;['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural'];['Artland'];['Aniplex', 'Kodansha', 'Delfi Sound'];['Aniplex of America'];['Nakano, Yuto']
23273;Shigatsu wa Kimi no Uso (Your Lie in April);8.77;TV;['Drama', 'Music', 'Romance', 'School', 'Shounen'];['A-1 Pictures'];['Aniplex', 'Dentsu', 'Kodansha', 'Fuji TV', 'Kyoraku Industrial Holdings'];['Aniplex of America'];['Taneda, Risa', 'Hanae, Natsuki', 'Sakura, Ayane', 'Osaka, Ryota']
34599;Made in Abyss;8.76;TV;['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy'];['Kinema Citrus'];['Media Factory', 'AT-X', 'Takeshobo', 'Sony Music Communications', 'Kadokawa Media House', 'Cygames', 'Kanetsu Investment', 'Global Solutions'];['Sentai Filmworks'];['Ise, Mariya', 'Tomita, Miyu']
33050;Fate/stay night Movie: Heaven's Feel - III. Spring Song;8.86;Movie;['Action', 'Supernatural', 'Magic', 'Fantasy'];['ufotable'];['Aniplex', 'Notes', 'Kadokawa'];['Aniplex of America'];[None, None, None, None, None]
263;Hajime no Ippo (Fighting Spirit);8.75;TV;['Comedy', 'Sports', 'Drama', 'Shounen'];['Madhouse'];['VAP'];['Discotek Media', 'Geneon Entertainment USA'];['Kiyasu, Kohei', 'Koyama, Rikiya', 'Takagi, Wataru', 'Utsumi, Kenji', 'Fujiwara, Keiji']
19;Monster;8.74;TV;['Drama', 'Horror', 'Mystery', 'Police', 'Psychological', 'Seinen', 'Thriller'];['Madhouse'];['VAP', 'Shogakukan-Shueisha Productions', 'Nippon Television Network'];['Viz Media'];['Sasaki, Nozomu', 'Kiuchi, Hidenobu', 'Noto, Mamiko']
164;Mononoke Hime (Princess Mononoke);8.73;Movie;['Action', 'Adventure', 'Fantasy'];['Studio Ghibli'];['Tokuma Shoten', 'Nippon Television Network'];['GKIDS'];['Ishida, Yuriko', 'Matsuda, Youji']
21939;Mushishi Zoku Shou (MUSHI-SHI -Next Passage-);8.73;TV;['Adventure', 'Slice of Life', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen'];['Artland'];['Aniplex', 'Kodansha', 'Delfi Sound'];['Aniplex of America'];['Nakano, Yuto']
44;Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen;8.73;OVA;['Action', 'Historical', 'Drama', 'Romance', 'Martial Arts', 'Samurai', 'Shounen'];['Studio Deen'];['Aniplex'];['ADV Films', 'Aniplex of America'];['Suzukaze, Mayo', 'Iwao, Junko']
37521;Vinland Saga;8.72;TV;['Action', 'Adventure', 'Drama', 'Historical', 'Seinen'];['Wit Studio'];['Production I.G', 'Dentsu', 'Kodansha', 'Twin Engine'];[None];['Uchida, Naoya', 'Uemura, Yuuto', 'Ono, Kensho']
1575;Code Geass: Hangyaku no Lelouch;8.72;TV;['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha', 'School'];['Sunrise'];['Bandai Visual', 'Mainichi Broadcasting System', 'Bandai', 'Sony Music Entertainment', 'Bandai Namco Entertainment', 'Hakuhodo DY Media Partners'];['Funimation', 'Bandai Entertainment'];['Fukuyama, Jun', 'Yukana', 'Koshimizu, Ami', 'Sakurai, Takahiro']
40730;Tian Guan Ci Fu;8.59;ONA;['Action', 'Adventure', 'Historical', 'Supernatural', 'Drama'];['Haoliners Animation League'];['bilibili'];[None];[None, None]
38329;Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai;8.7;Movie;['Supernatural', 'Drama', 'Romance', 'School'];['CloverWorks'];['Aniplex', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation', 'Kadokawa'];['Aniplex of America'];['Seto, Asami', 'Ishikawa, Kaito', 'Minase, Inori']
245;Great Teacher Onizuka;8.7;TV;['Slice of Life', 'Comedy', 'Drama', 'School', 'Shounen'];['Studio Pierrot'];['Aniplex', 'Fuji TV'];['Discotek Media', 'Tokyopop'];['Takagi, Wataru', 'Mitsuishi, Kotono', 'Midorikawa, Hikaru', 'Cho', 'Kawasumi, Ayako', 'Orikasa, Fumiko', 'Okano, Kousuke', 'Seki, Tomokazu', 'Noda, Junko']
457;Mushishi (Mushi-Shi);8.7;TV;['Adventure', 'Slice of Life', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen'];['Artland'];['Avex Entertainment', 'Marvelous', 'SKY Perfect Well Think', 'Delfi Sound'];['Funimation'];['Nakano, Yuto']
5258;Hajime no Ippo: New Challenger (Fighting Spirit: New Challenger);8.68;TV;['Comedy', 'Sports', 'Drama', 'Shounen'];['Madhouse'];['VAP', 'Kodansha', 'Nippon Television Network'];[None];['Kiyasu, Kohei', 'Koyama, Rikiya', 'Takagi, Wataru', 'Utsumi, Kenji', 'Fujiwara, Keiji', 'Namikawa, Daisuke']
11665;Natsume Yuujinchou Shi (Natsume's Book of Friends Season 4);8.68;TV;['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo'];"[""Brain's Base""]";['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha', 'Sony Music Entertainment'];['NIS America, Inc.'];['Kamiya, Hiroshi', 'Inoue, Kazuhiko']
2921;Ashita no Joe 2 (Rocky Joe 2);8.67;TV;['Action', 'Drama', 'Shounen', 'Slice of Life', 'Sports'];['Tokyo Movie Shinsha'];['Annapuru'];[None];['Aoi, Teruhiko', 'Fujioka, Juukei', 'Tanaka, Emi']
431;Howl no Ugoku Shiro (Howl's Moving Castle);8.67;Movie;['Adventure', 'Drama', 'Fantasy', 'Romance'];['Studio Ghibli'];['d-rights', 'Tokuma Shoten'];['Walt Disney Studios'];['Kimura, Takuya', 'Baisho, Chieko']
38000;Kimetsu no Yaiba (Demon Slayer: Kimetsu no Yaiba);8.67;TV;['Action', 'Demons', 'Historical', 'Shounen', 'Supernatural'];['ufotable'];['Aniplex', 'Shueisha'];['Aniplex of America'];['Hanae, Natsuki', 'Kitou, Akari', 'Shimono, Hiro', 'Matsuoka, Yoshitsugu']
2001;Tengen Toppa Gurren Lagann (Gurren Lagann);8.67;TV;['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi'];['Gainax'];['TV Tokyo', 'Aniplex', 'Dentsu', 'Konami', 'Half H.P Studio', 'Bandai'];['ADV Films', 'Bandai Entertainment', 'Aniplex of America'];['Konishi, Katsuyuki', 'Sugou, Takayuki', 'Inoue, Marina', 'Fukui, Yukari']
12355;Ookami Kodomo no Ame to Yuki (Wolf Children);8.66;Movie;['Fantasy', 'Slice of Life'];['Studio Chizu'];['Madhouse', 'VAP', 'Dentsu', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'Toho', 'Hiroshima Television'];['Funimation'];['Miyazaki, Aoi', 'Nishii, Yukito', 'Kuroki, Haru', 'Osawa, Takao']
7311;Suzumiya Haruhi no Shoushitsu;8.66;Movie;['Comedy', 'Mystery', 'Romance', 'School', 'Sci-Fi', 'Supernatural'];['Kyoto Animation'];['Kadokawa Shoten', 'Animation Do'];['Funimation', 'Bandai Entertainment'];['Sugita, Tomokazu', 'Chihara, Minori']
34591;Natsume Yuujinchou Roku (Natsume's Book of Friends Season 6);8.66;TV;['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo'];['Shuka'];['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha'];[None];['Kamiya, Hiroshi', 'Inoue, Kazuhiko']
37779;Yakusoku no Neverland (The Promised Neverland);8.65;TV;['Sci-Fi', 'Mystery', 'Horror', 'Psychological', 'Thriller', 'Shounen'];['CloverWorks'];['Aniplex', 'Dentsu', 'A-1 Pictures', 'Fuji TV', 'Shueisha', 'CA-Cygames Anime Fund'];['Aniplex of America'];['Ise, Mariya', 'Uchida, Maaya', 'Morohoshi, Sumire']
28957;Mushishi Zoku Shou: Suzu no Shizuku;8.64;Movie;['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural'];['Artland'];['Aniplex', 'Kodansha', 'Delfi Sound'];[None];['Nakano, Yuto']
37991;JoJo no Kimyou na Bouken Part 5: Ougon no Kaze;8.62;TV;['Action', 'Adventure', 'Shounen'];['David Production'];['Warner Bros. Japan', 'KlockWorx', 'Medicos Entertainment', 'Shueisha'];['Viz Media'];['Ono, Kensho', 'Nakamura, Yuuichi', 'Toriumi, Kousuke', 'Konishi, Katsuyuki', 'Yamashita, Daiki', 'Suwabe, Junichi', 'Enoki, Junya', 'Senbongi, Sayaka']
22135;Ping Pong the Animation;8.63;TV;['Drama', 'Psychological', 'Seinen', 'Sports'];['Tatsunoko Production'];['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings', 'Science SARU'];['Funimation'];['Katayama, Fukujuurou', 'Uchiyama, Kouki']
33352;Violet Evergarden;8.63;TV;['Slice of Life', 'Drama', 'Fantasy'];['Kyoto Animation'];['Lantis', 'Pony Canyon', 'Rakuonsha', 'ABC Animation'];['Funimation'];['Ishikawa, Yui']
1535;Death Note;8.62;TV;['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller', 'Shounen'];['Madhouse'];['VAP', 'Konami', 'Ashi Production', 'Nippon Television Network', 'Shueisha'];['Viz Media'];['Yamaguchi, Kappei', 'Miyano, Mamoru', 'Nakamura, Shidou']
31757;Kizumonogatari II: Nekketsu-hen (Kizumonogatari Part 2: Nekketsu);8.62;Movie;['Action', 'Mystery', 'Supernatural', 'Vampire'];['Shaft'];['Aniplex', 'Kodansha'];['Aniplex of America'];['Sakamoto, Maaya', 'Kamiya, Hiroshi', 'Horie, Yui']
7785;Yojouhan Shinwa Taikei (The Tatami Galaxy);8.61;TV;['Mystery', 'Comedy', 'Psychological', 'Romance'];['Madhouse'];['Dentsu', 'Kadokawa Shoten', 'Fuji TV', 'Toho', 'Asmik Ace', 'Tohokushinsha Film Corporation', 'Sony Music Entertainment', 'Fujipacific Music'];['Funimation'];['Asanuma, Shintaro', 'Sakamoto, Maaya', 'Yoshino, Hiroyuki']
30276;One Punch Man;8.6;TV;['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural'];['Madhouse'];['TV Tokyo', 'Bandai Visual', 'Lantis', 'Asatsu DK', 'Banpresto', 'Good Smile Company', 'Shueisha', 'JR East Marketing & Communications'];['Viz Media'];['Furukawa, Makoto', 'Ishikawa, Kaito']
28735;Shouwa Genroku Rakugo Shinjuu (Showa Genroku Rakugo Shinju);8.6;TV;['Drama', 'Historical', 'Josei'];['Studio Deen'];['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'DAX Production'];[None];['Ishida, Akira', 'Yamadera, Kouichi']
33049;Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly;8.6;Movie;['Action', 'Fantasy', 'Magic', 'Supernatural'];['ufotable'];['Aniplex', 'Notes', 'Kadokawa'];['Aniplex of America'];['Kawasumi, Ayako', 'Ueda, Kana', 'Shitaya, Noriko', 'Sugiyama, Noriaki']
11741;Fate/Zero 2nd Season (Fate/Zero Season 2);8.6;TV;['Action', 'Supernatural', 'Magic', 'Fantasy'];['ufotable'];['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes'];['Aniplex of America'];['Kawasumi, Ayako', 'Irino, Miyu', 'Seki, Tomokazu', 'Nakata, Jouji', 'Ohara, Sayaka']
19647;Hajime no Ippo: Rising (Hajime No Ippo: The Fighting!);8.6;TV;['Comedy', 'Sports', 'Drama', 'Shounen'];['Madhouse', 'MAPPA'];['VAP', 'Kodansha', 'Nippon Television Network'];[None];['Kiyasu, Kohei', 'Koyama, Rikiya', 'Takagi, Wataru', 'Miyano, Mamoru', 'Fujiwara, Keiji', 'Namikawa, Daisuke']
36098;Kimi no Suizou wo Tabetai (I want to eat your pancreas);8.6;Movie;['Drama'];['Studio VOLN'];['Aniplex'];['Aniplex of America'];['Lynn', 'Takasugi, Mahiro']
10379;Natsume Yuujinchou San (Natsume's Book of Friends Season 3);8.6;TV;['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo'];"[""Brain's Base""]";['Aniplex', 'Sakura Create'];['NIS America, Inc.'];['Kamiya, Hiroshi', 'Inoue, Kazuhiko']
12365;Bakuman. 3rd Season (Bakuman.);8.59;TV;['Comedy', 'Drama', 'Romance', 'Shounen'];['J.C.Staff'];['NHK', 'Shueisha'];[None];['Abe, Atsushi', 'Hino, Satoshi']
32983;Natsume Yuujinchou Go (Natsume's Book of Friends Season 5);8.59;TV;['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo'];['Shuka'];['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha'];[None];['Kamiya, Hiroshi', 'Inoue, Kazuhiko']
39587;Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season;8.57;TV;['Psychological', 'Drama', 'Thriller', 'Fantasy'];['White Fox'];['AT-X', 'Memory-Tech', 'Hakuhodo DY Music & Pictures', 'Kadokawa Media House', 'Kadokawa'];[None];['Takahashi, Rie', 'Kobayashi, Yuusuke']
35839;Sora yori mo Tooi Basho (A Place Further Than The Universe);8.58;TV;['Adventure', 'Comedy', 'Drama'];['Madhouse'];['Media Factory', 'Movic', 'AT-X', 'Sony Music Communications', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa', 'NewGin', 'Crunchyroll SC Anime Fund'];[None];['Hanazawa, Kana', 'Iguchi, Yuka', 'Hayami, Saori', 'Minase, Inori']
4565;Tengen Toppa Gurren Lagann Movie 2: Lagann-hen;8.57;Movie;['Action', 'Mecha', 'Sci-Fi', 'Space', 'Super Power'];['Gainax'];['Aniplex'];['Aniplex of America'];['Kakihara, Tetsuya', 'Fukui, Yukari']
21329;Mushishi: Hihamukage (The Shadow that Devours the Sun);8.58;Special;['Adventure', 'Slice of Life', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen'];['Artland'];['Aniplex', 'Kodansha', 'Delfi Sound'];[None];['Nakano, Yuto', 'Watanabe, Yuuna']
20583;Haikyuu!! (Haikyu!!);8.56;TV;['Comedy', 'Sports', 'Drama', 'School', 'Shounen'];['Production I.G'];['Mainichi Broadcasting System', 'TOHO animation', 'Shueisha'];['Sentai Filmworks'];['Murase, Ayumu', 'Ishikawa, Kaito']
4282;Kara no Kyoukai 5: Mujun Rasen;8.57;Movie;['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Thriller'];['ufotable'];['Notes'];['Aniplex of America'];['Sakamoto, Maaya', 'Honda, Takako', 'Suzumura, Kenichi', 'Nakata, Jouji', 'Kakihara, Tetsuya']
5300;Zoku Natsume Yuujinchou (Natsume's Book of Friends Season 2);8.57;TV;['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo'];"[""Brain's Base""]";['Aniplex', 'Nihon Ad Systems'];['NIS America, Inc.'];['Kamiya, Hiroshi', 'Inoue, Kazuhiko']
30654;Ansatsu Kyoushitsu 2nd Season;8.55;TV;['Action', 'Comedy', 'School', 'Shounen'];['Lerche'];['Dentsu', 'Studio Hibari', 'Fuji TV', 'DAX Production', 'Avex Pictures', 'Shueisha', 'Kansai Telecasting'];['Funimation'];['Fukuyama, Jun', 'Okamoto, Nobuhiko', 'Fuchigami, Mai', 'Suzaki, Aya']
40417;Fruits Basket 2nd Season;8.55;TV;['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo'];['TMS Entertainment'];[None];['Funimation'];['Uchida, Yuuma', 'Iwami, Manaka', 'Shimazaki, Nobunaga']
38040;Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu;8.55;Movie;['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Parody', 'Supernatural'];['J.C.Staff'];[None];[None];['Takahashi, Rie', 'Fukushima, Jun', 'Amamiya, Sora', 'Kayano, Ai']
3297;Aria the Origination;8.54;TV;['Sci-Fi', 'Slice of Life', 'Fantasy', 'Shounen'];['Hal Film Maker'];['TV Tokyo', 'Shochiku', 'Mag Garden'];['Nozomi Entertainment'];['Hazuki, Erino', 'Hirohashi, Ryou', 'Ohara, Sayaka', 'Saito, Chiwa', 'Nishimura, Chinami', 'Kawakami, Tomoko', 'Minagawa, Junko']
37379;Chihayafuru 3;8.54;TV;['Game', 'Slice of Life', 'Sports', 'Drama', 'School', 'Josei'];['Madhouse'];['Kodansha', 'Nippon Television Network', 'TC Entertainment', 'Nippon Television Music', 'FBC'];['Sentai Filmworks'];['Seto, Asami', 'Miyano, Mamoru', 'Hosoya, Yoshimasa']
801;Koukaku Kidoutai: Stand Alone Complex 2nd GIG;8.55;TV;['Action', 'Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen'];['Production I.G'];['Bandai Visual', 'Dentsu', 'Victor Entertainment', 'Kodansha', 'Tokuma Shoten', 'Nippon Television Network'];['Bandai Entertainment', 'Manga Entertainment'];['Tanaka, Atsuko', 'Ootsuka, Akio', 'Yamadera, Kouichi', 'Saka, Osamu']
35760;Shingeki no Kyojin Season 3 (Attack on Titan Season 3);8.54;TV;['Action', 'Military', 'Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shounen'];['Wit Studio'];['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprise'];['Funimation'];['Kamiya, Hiroshi', 'Ishikawa, Yui', 'Kaji, Yuki', 'Inoue, Marina', 'Mikami, Shiori']
